     eType,  uiId,     Hits,  TotalTime,                                   GUID, Name
      DXVA,     5,        0,          0, {9FB3CB33-47DC-4899-98C8-C0C6CD7CD3CB}, Decode End Frame
      DXVA,     6,        0,          0, {895508C6-540D-4C87-98F8-8DCBF2DABB2A}, VideoProcess Create Device
      DXVA,     7,        0,          0, {F97F30B1-FB49-42C7-8EE8-88BDFA92D4E2}, VideoProcess Destroy Device
      DXVA,     8,        0,          0, {69089CC0-71AB-42D0-953A-2887BF05A8AF}, VideoProcess Blt
       DWM,     1,        0,          0, {966DEF4F-25FB-488A-B3D1-8760AB28A8C0}, Render
       DWM,     2,        0,          0, {0DE25C99-DDA4-4074-B914-BE14980CD237}, Present
       DWM,     3,        0,          0, {F906CA84-F5DB-4A2F-8BB1-509D656E9C23}, LPC Message
       DWM,     4,        0,          0, {C2F63E38-BFD3-4142-89B2-3595D38F73F3}, CopyFrontTobackBuffer
       DWM,     5,        0,          0, {B7C7F692-F2B4-447A-B5DF-FA6C314889AE}, Media UCE ProcessQueue
       DWM,     6,        0,          0, {DE51AE60-46AD-4CC0-9A29-426A87E88E9F}, Media UCE PreCompute
       DWM,     7,        0,          0, {92CA500C-67B1-447F-9497-CFD6D52A5B0E}, Media UCE Render
       DWM,     8,        0,          0, {4C48D6EF-AC14-4D84-BA37-49A94BA8D2AF}, Media UCE Present
       DWM,     9,        0,          0, {C914EE5B-07CD-422D-A2EB-7A44A550616C}, Media UCE ProcessPresentHistory
       DWM,    10,        0,          0, {76601D6D-C6D4-4E8D-AC6E-3F9B4F1745E0}, Media UCE Check Device State
       DWM,    11,        0,          0, {A1CA426A-C4B8-45F2-8867-F1FC89FBB21D}, FlushPendingDXUpdates
 DWM_Frame,     0,        0,          0, {CDBF3DDB-AFCC-4001-AF16-9C792D4A4335}, Process Frame
mpDxgkernel,  7000,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceGetNumSourceModes
mpDxgkernel,  7001,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquireFirstSourceMode
mpDxgkernel,  7002,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquireNextSourceMode
mpDxgkernel,  7003,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquirePinnedSourceMode
mpDxgkernel,  7004,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceReleaseSourceMode
mpDxgkernel,  7005,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceCreateNewSourceMode
mpDxgkernel,  7006,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAddSourceMode
mpDxgkernel,  7007,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfacePinSourceMode
mpDxgkernel,  7008,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceGetNumTargetModes
mpDxgkernel,  7009,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquireFirstTargetMode
mpDxgkernel,  7010,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquireNextTargetMode
mpDxgkernel,  7011,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquirePinnedTargetMode
mpDxgkernel,  7012,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceReleaseTargetMode
mpDxgkernel,  7013,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceCreateNewTargetMode
mpDxgkernel,  7014,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAddTargetMode
mpDxgkernel,  7015,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfacePinTargetMode
mpDxgkernel,  7016,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceGetNumMonitorSourceModes
mpDxgkernel,  7017,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquirePreferredMonitorSource
mpDxgkernel,  7018,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquireFirstMonitorSourceMode
mpDxgkernel,  7019,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquireNextMonitorSourceMode
mpDxgkernel,  7020,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceCreateNewMonitorSourceMode
mpDxgkernel,  7021,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAddMonitorSourceMode
mpDxgkernel,  7022,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceReleaseMonitorSourceMode
mpDxgkernel,  7023,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceGetNumMonitorFrequencyRanges
mpDxgkernel,  7024,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquireFirstMonitorFrequencyR
mpDxgkernel,  7025,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquireNextMonitorFrequencyRa
mpDxgkernel,  7026,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceReleaseMonitorFrequencyRange
mpDxgkernel,  7027,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceGetNumMonitorDescriptors
mpDxgkernel,  7028,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquireFirstMonitorDescriptor
mpDxgkernel,  7029,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquireNextMonitorDescriptor
mpDxgkernel,  7030,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceReleaseMonitorDescriptor
mpDxgkernel,  7031,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceGetNumPaths
mpDxgkernel,  7032,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceGetNumPathsFromSource
mpDxgkernel,  7033,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceEnumPathTargetsFromSource
mpDxgkernel,  7034,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceGetPathSourceFromTarget
mpDxgkernel,  7035,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquirePath
mpDxgkernel,  7036,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquireFirstPath
mpDxgkernel,  7037,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquireNextPath
mpDxgkernel,  7038,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceUpdatePathSupport
mpDxgkernel,  7039,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceReleasePath
mpDxgkernel,  7040,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceCreateNewPath
mpDxgkernel,  7041,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAddPath
mpDxgkernel,  7042,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceGetTopology
mpDxgkernel,  7043,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquireSourceModeSet
mpDxgkernel,  7044,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceReleaseSourceModeSet
mpDxgkernel,  7045,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceCreateNewSourceModeSet
mpDxgkernel,  7046,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAssignSourceModeSet
mpDxgkernel,  7047,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAssignMultisamplingSet
mpDxgkernel,  7048,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquireTargetModeSet
mpDxgkernel,  7049,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceReleaseTargetModeSet
mpDxgkernel,  7050,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceCreateNewTargetModeSet
mpDxgkernel,  7051,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAssignTargetModeSet
mpDxgkernel,  7052,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceAcquireMonitorSourceModeSet
mpDxgkernel,  7053,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceReleaseMonitorSourceModeSet
mpDxgkernel,  7054,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceGetMonitorFrequencyRangeSet
mpDxgkernel,  7055,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceGetMonitorDescriptorSet
mpDxgkernel,  7056,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceQueryVidPnInterface
mpDxgkernel,  7057,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceQueryMonitorInterface
mpDxgkernel,  7058,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceRemovePath
mpDxgkernel,  7059,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceGetAdditionalMonitorModesSet
mpDxgkernel,  7060,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DmmMiniportInterfaceReleaseAdditionalMonitorModes
